# Results with current code
timestamp: 2026-07-21T12:06:05.933101+00:00 | iter: 70 | tokens_per_s: 44291.86 | samples_per_s: 43.25 | s_per_batch: 11.84 | learning_rate: 0.00004200 | step_cost: 8.23
timestamp: 2026-07-21T12:06:17.788217+00:00 | iter: 71 | tokens_per_s: 44225.29 | samples_per_s: 43.19 | s_per_batch: 11.85 | learning_rate: 0.00004260 | step_cost: 8.19
timestamp: 2026-07-21T12:06:29.629590+00:00 | iter: 72 | tokens_per_s: 44275.44 | samples_per_s: 43.24 | s_per_batch: 11.84 | learning_rate: 0.00004320 | step_cost: 8.14
timestamp: 2026-07-21T12:06:41.451687+00:00 | iter: 73 | tokens_per_s: 44347.40 | samples_per_s: 43.31 | s_per_batch: 11.82 | learning_rate: 0.00004380 | step_cost: 8.14
timestamp: 2026-07-21T12:06:53.275321+00:00 | iter: 74 | tokens_per_s: 44342.42 | samples_per_s: 43.30 | s_per_batch: 11.82 | learning_rate: 0.00004440 | step_cost: 8.12
timestamp: 2026-07-21T12:07:05.122770+00:00 | iter: 75 | tokens_per_s: 44254.18 | samples_per_s: 43.22 | s_per_batch: 11.85 | learning_rate: 0.00004500 | step_cost: 8.10
timestamp: 2026-07-21T12:07:16.966582+00:00 | iter: 76 | tokens_per_s: 44266.67 | samples_per_s: 43.23 | s_per_batch: 11.84 | learning_rate: 0.00004560 | step_cost: 8.06
timestamp: 2026-07-21T12:07:28.765073+00:00 | iter: 77 | tokens_per_s: 44435.17 | samples_per_s: 43.39 | s_per_batch: 11.80 | learning_rate: 0.00004620 | step_cost: 8.02
timestamp: 2026-07-21T12:07:40.600484+00:00 | iter: 78 | tokens_per_s: 44299.63 | samples_per_s: 43.26 | s_per_batch: 11.84 | learning_rate: 0.00004680 | step_cost: 7.97
timestamp: 2026-07-21T12:07:52.473183+00:00 | iter: 79 | tokens_per_s: 44160.52 | samples_per_s: 43.13 | s_per_batch: 11.87 | learning_rate: 0.00004740 | step_cost: 7.96
timestamp: 2026-07-21T12:08:04.366416+00:00 | iter: 80 | tokens_per_s: 44083.66 | samples_per_s: 43.05 | s_per_batch: 11.89 | learning_rate: 0.00004800 | step_cost: 7.92
timestamp: 2026-07-21T12:08:16.215150+00:00 | iter: 81 | tokens_per_s: 44246.73 | samples_per_s: 43.21 | s_per_batch: 11.85 | learning_rate: 0.00004860 | step_cost: 7.92
timestamp: 2026-07-21T12:08:28.060093+00:00 | iter: 82 | tokens_per_s: 44262.48 | samples_per_s: 43.23 | s_per_batch: 11.84 | learning_rate: 0.00004920 | step_cost: 7.87
timestamp: 2026-07-21T12:08:39.929560+00:00 | iter: 83 | tokens_per_s: 44172.07 | samples_per_s: 43.14 | s_per_batch: 11.87 | learning_rate: 0.00004980 | step_cost: 7.85
timestamp: 2026-07-21T12:08:51.767103+00:00 | iter: 84 | tokens_per_s: 44289.09 | samples_per_s: 43.25 | s_per_batch: 11.84 | learning_rate: 0.00005040 | step_cost: 7.80
timestamp: 2026-07-21T12:09:03.639124+00:00 | iter: 85 | tokens_per_s: 44162.97 | samples_per_s: 43.13 | s_per_batch: 11.87 | learning_rate: 0.00005100 | step_cost: 7.77
